"","X","ประเภทสถานศึกษา","ที่ตั้งสถานศึกษา","จำนวนรายวิชาที่ลงทะเบียน","จำนวนรายวิชาonline","จำนวนรายวิชาonsite","ระดับความพร้อมสถานศึกษา","videoConference","Live","LMS","groupChat","email","collapApps","clipVideo","อายุเฉลี่ยผู้สอน","ภาพรวมความสามารถในการใช้สื่อเทคโนโลยีของผู้สอน","climate.online1","climate.online2","climate.online3","climate.onsite1","climate.onsite2","climate.onsite3","เพศผู้เรียน","ระดับชั้น","ภูมิลำเนา","สไตล์การเรียนที่ชอบ","smartphone","ipad","computer","ความพร้อมของinternet","บรรยากาศที่พักอาศัย","ความสามารถผู้เรียนในการใช้เทคโนโลยี","ความคิดเห็นต่อการเรียน","interaction.online1","interaction.online2","interaction.online3","interaction.onsite1","interaction.onsite2","interaction.onsite3","ความเครียดขณะเรียนonline","ความเครียดขณะเรียนonsite","outcome.online1","outcome.online2","outcome.online3","outcome.online4","outcome.onsite1","outcome.onsite2","outcome.onsite3","outcome.onsite4"
"563",563,"มหาวิทยาลัย","เหนือ",6,0,6,2,0,0,0,0,0,0,0,2,3,NA,2,5,1,3,2,2,3,"กลาง",2,1,1,1,1,1,3,3,2,3,2,3,3,3,1,2,2,2,1,NA,2,2,2,48.4245958538527
"564",564,"มหาวิทยาลัย","เหนือ",5,5,0,4,0,0,0,0,1,1,0,1,3,4,5,4,3,NA,2,2,5,"กลาง",2,1,0,1,1,1,2,3,3,3,4,3,2,2,2,5,2,3,3,46.4911665202616,1,1,1,35.5278104141552
"565",565,"มหาวิทยาลัย","เหนือ",6,3,3,2,1,0,1,1,0,1,1,2,3,4,3,5,3,NA,1,2,2,"กลาง",2,1,0,1,0,1,3,3,2,3,3,2,2,3,4,5,2,1,2,37.8782254676546,2,3,1,45.4967828592293
"566",566,"มหาวิทยาลัย","เหนือ",4,0,4,2,0,0,0,0,0,0,0,3,2,2,NA,3,5,4,5,2,2,"กลาง",1,1,0,1,0,NA,1,1,1,1,1,3,3,3,4,2,1,1,1,28.1983573720708,1,1,3,31.8383116361673
"567",567,"มหาวิทยาลัย","เหนือ",6,1,5,2,1,1,0,0,1,1,0,1,2,4,3,NA,5,5,5,2,3,"กลาง",1,0,0,1,1,1,1,1,2,3,2,2,2,2,1,5,1,2,1,48.6493444946197,1,1,1,26.4121978318497
"568",568,"มหาวิทยาลัย","เหนือ",6,6,0,4,0,0,1,0,0,1,0,2,3,2,4,NA,3,1,3,2,4,"เหนือ",2,1,1,1,0,2,2,3,4,3,3,3,2,3,1,2,1,1,1,27.0321955112367,1,1,1,36.215771703393
"569",569,"มหาวิทยาลัย","เหนือ",5,3,2,1,1,0,1,0,0,1,0,2,2,2,NA,3,3,2,4,2,5,"กลาง",1,1,0,1,0,1,2,3,2,2,2,3,2,3,4,5,3,2,2,46.3858821178841,1,1,1,36.0326098757519
"570",570,"มหาวิทยาลัย","เหนือ",7,0,7,1,0,0,0,0,0,0,0,2,2,3,3,4,3,5,3,1,3,"กลาง",1,1,0,1,1,2,2,1,1,1,2,2,2,3,1,4,2,2,1,46.6124642326303,2,2,3,42.3534478749186
"571",571,"มหาวิทยาลัย","เหนือ",6,0,6,1,0,0,0,0,0,0,0,2,2,1,3,1,1,2,1,2,4,"กลาง",2,1,0,1,1,1,3,3,2,3,3,2,3,3,2,5,2,1,1,35.7439272750798,1,1,2,40.4197103987824
"572",572,"มหาวิทยาลัย","เหนือ",3,3,0,2,1,1,0,0,1,1,1,2,3,3,3,5,4,5,4,1,3,"อิสาน",1,1,1,1,1,2,3,3,2,4,3,2,3,3,2,4,2,NA,1,45.6755688370305,3,2,2,34.5328976637598
"573",573,"มหาวิทยาลัย","เหนือ",5,5,0,3,1,0,1,1,1,1,1,2,1,3,NA,1,2,4,1,2,3,"อิสาน",2,1,1,1,1,1,3,2,5,3,3,3,2,2,1,1,3,1,3,50.9492162429071,2,2,1,28.5053495823336
"574",574,"มหาวิทยาลัย","เหนือ",6,2,4,3,1,1,0,0,1,1,1,2,3,3,5,5,5,4,NA,1,4,"เหนือ",1,1,1,1,1,1,3,2,4,5,4,3,2,2,5,1,2,3,NA,45.8725184708849,1,1,1,32.9423981062518
"575",575,"มหาวิทยาลัย","เหนือ",5,4,1,2,0,1,1,0,1,1,0,2,2,3,1,2,4,NA,4,1,5,"กลาง",2,1,0,1,1,1,2,NA,3,3,3,3,2,3,1,2,2,3,2,58.3072932773966,2,2,1,29.2751510213733
"576",576,"มหาวิทยาลัย","เหนือ",7,7,0,3,0,1,1,0,0,1,0,2,3,4,3,5,3,3,5,1,3,"กลาง",1,1,0,1,1,2,2,3,2,2,2,2,3,3,2,5,2,2,1,24.2594947647322,2,1,1,48.032817085256
"577",577,"มหาวิทยาลัย","เหนือ",7,7,0,5,0,0,1,0,1,1,1,1,3,5,4,3,2,3,NA,1,4,"กลาง",1,1,0,1,1,1,1,3,2,3,3,2,1,2,4,2,1,2,1,39.874098826781,1,1,2,44.1193412460337
"578",578,"มหาวิทยาลัย","เหนือ",5,1,4,1,1,0,1,1,1,1,0,3,2,3,4,3,3,2,1,1,3,"กลาง",1,1,0,1,0,1,3,2,2,2,3,3,3,3,5,1,1,1,1,40.4063467436652,1,1,1,37.0763003676435
"579",579,"มหาวิทยาลัย","เหนือ",6,3,3,3,0,1,1,0,1,1,1,2,1,2,1,1,3,4,3,1,3,"กลาง",1,1,0,1,0,1,2,NA,3,3,2,2,3,4,3,1,1,2,2,39.2810203998507,3,2,1,43.0782331761456
"580",580,"มหาวิทยาลัย","เหนือ",4,2,2,3,0,0,1,0,1,0,1,2,2,4,3,2,1,1,2,2,3,"กลาง",2,1,0,1,0,2,3,3,3,3,2,3,2,NA,4,4,1,1,1,26.4275073085402,1,1,1,49.2426029793074
"581",581,"มหาวิทยาลัย","เหนือ",7,5,2,2,1,0,0,1,0,1,0,2,3,3,1,3,2,3,3,2,4,"กลาง",1,0,0,1,1,1,1,3,3,2,2,3,3,2,4,3,1,1,1,44.9489052571502,2,1,1,32.7328675519106
"582",582,"มหาวิทยาลัย","เหนือ",5,5,0,2,1,0,0,1,1,0,1,2,2,2,2,2,1,NA,3,1,2,"กลาง",3,1,0,1,0,1,2,3,4,3,2,3,3,3,3,5,2,1,1,44.3092981187205,2,1,1,38.7924972555847
"583",583,"มหาวิทยาลัย","เหนือ",4,4,0,5,1,0,1,0,0,0,1,2,2,4,4,2,1,1,2,1,3,"กลาง",3,1,0,1,0,1,2,3,3,3,4,2,2,3,1,3,2,2,1,37.0248547876733,1,2,2,45.4706280024891
"584",584,"มหาวิทยาลัย","เหนือ",7,7,0,4,1,1,1,1,1,1,1,2,2,4,2,3,NA,2,1,1,5,"เหนือ",1,1,0,1,0,1,2,2,3,3,3,3,NA,3,5,1,2,1,2,40.4221714028647,1,1,1,33.7380885984967
"585",585,"มหาวิทยาลัย","เหนือ",5,2,3,2,1,0,1,0,1,1,0,2,2,2,3,2,2,1,2,1,3,"อิสาน",2,1,0,1,1,1,2,2,3,4,3,2,2,3,5,2,2,2,3,38.105054211386,1,2,3,41.2004836232166
"586",586,"มหาวิทยาลัย","เหนือ",6,6,0,2,1,0,1,0,0,0,1,2,2,NA,3,5,3,3,4,1,2,"กลาง",1,0,0,1,1,2,2,3,2,1,2,2,NA,3,2,3,1,2,3,46.6367760801641,2,2,2,47.8424305677539
"587",587,"มหาวิทยาลัย","เหนือ",7,0,7,1,0,0,0,0,0,0,0,2,3,4,NA,3,3,3,3,2,2,"กลาง",2,1,0,1,1,1,3,3,2,2,3,3,3,2,3,4,1,1,1,40.2713190953887,NA,1,2,47.4961645496083
"588",588,"มหาวิทยาลัย","เหนือ",8,1,7,2,1,1,0,0,1,1,1,3,1,1,2,2,1,1,3,1,4,"อิสาน",1,1,0,NA,1,2,2,3,2,2,3,3,3,3,4,2,1,1,2,33.5764629162245,1,2,3,32.1615861369032
"589",589,"มหาวิทยาลัย","เหนือ",6,4,2,2,1,1,0,0,1,0,1,2,2,NA,5,3,1,4,2,1,5,"อิสาน",1,1,0,1,0,1,2,2,4,3,4,2,1,2,4,4,1,2,2,46.9637156626671,1,1,1,25.1187917123878
"590",590,"มหาวิทยาลัย","เหนือ",6,6,0,3,0,1,0,0,0,0,1,1,3,4,3,5,3,3,NA,1,2,"อิสาน",1,1,0,1,0,1,2,3,3,5,3,2,2,1,1,5,2,2,2,48.9749448452875,2,2,1,35.9884591287946
"591",591,"มหาวิทยาลัย","เหนือ",5,4,1,3,0,0,1,1,1,1,0,2,2,2,2,2,3,5,4,2,3,"กลาง",1,1,0,1,NA,2,3,2,4,3,3,3,3,3,3,1,2,1,2,38.5912196890862,2,2,2,46.3069080879308
"592",592,"มหาวิทยาลัย","เหนือ",6,6,0,3,0,0,0,0,1,0,1,2,2,2,1,2,2,2,2,2,4,"กลาง",2,1,1,1,1,1,3,2,3,3,4,3,3,3,2,5,1,1,2,44.5446152092333,NA,1,1,37.5269854637848
"593",593,"มหาวิทยาลัย","เหนือ",7,0,7,3,0,0,0,0,0,0,0,1,3,4,5,4,3,2,2,2,3,"กลาง",2,1,0,1,0,1,3,3,2,5,4,1,1,1,2,2,1,2,1,29.8728480038619,2,2,1,40.641553788209
"594",594,"มหาวิทยาลัย","เหนือ",6,6,0,4,0,1,0,1,1,1,1,1,3,4,4,5,5,5,NA,2,2,"กลาง",2,1,0,1,0,1,3,2,4,3,4,2,2,2,2,5,3,2,2,55.585740311713,1,1,4,39.2349332462961
"595",595,"มหาวิทยาลัย","เหนือ",5,5,0,2,0,0,1,0,0,1,0,2,3,2,3,NA,5,5,5,2,2,"กลาง",3,1,0,1,1,1,2,3,2,2,2,NA,2,3,3,1,1,2,1,34.8770112022497,2,1,1,41.0086157566089
"596",596,"มหาวิทยาลัย","เหนือ",6,0,6,1,0,0,0,0,0,0,0,2,3,NA,5,5,5,5,5,1,5,"กลาง",2,1,1,1,0,NA,3,3,3,3,3,2,2,3,2,3,1,2,2,53.1498966397225,1,1,2,27.9698484122431
"597",597,"มหาวิทยาลัย","เหนือ",7,7,0,5,1,1,1,1,0,1,1,2,2,3,3,3,NA,3,3,1,2,"กลาง",1,1,0,NA,1,1,2,2,3,3,3,2,2,2,3,3,1,1,2,46.6930941239395,1,1,2,32.3474110754702
"598",598,"มหาวิทยาลัย","เหนือ",6,2,4,1,0,0,1,0,0,1,1,2,2,NA,3,4,5,4,5,1,5,"กลาง",2,1,0,1,0,1,3,3,2,2,2,3,3,3,NA,2,1,2,2,46.6496634466628,1,1,1,41.3995493260112
"599",599,"มหาวิทยาลัย","เหนือ",7,7,0,5,0,0,0,0,0,1,1,2,2,4,3,2,2,4,2,2,3,"กลาง",1,1,1,1,1,1,3,2,4,4,4,3,3,3,1,5,2,NA,2,50.6373264053341,1,1,1,33.4461891301555
"600",600,"มหาวิทยาลัย","เหนือ",8,8,0,5,1,1,0,0,0,1,1,2,2,4,NA,5,5,5,5,1,4,"เหนือ",1,1,0,1,0,2,2,3,3,3,2,2,2,3,2,4,2,1,1,27.7300873682526,2,1,1,33.7512031199155
"601",601,"มหาวิทยาลัย","อิสาน",8,4,4,1,0,1,1,1,1,1,1,2,2,3,3,3,2,2,2,2,4,"กลาง",1,1,1,1,0,1,3,2,5,4,3,2,2,2,5,1,2,4,3,58.6621662677087,1,NA,1,19.3836561197007
"602",602,"มหาวิทยาลัย","อิสาน",5,5,0,5,1,0,0,0,1,1,1,2,2,5,4,3,1,2,3,1,2,"กลาง",2,1,0,1,0,1,3,2,3,3,3,2,3,2,1,2,3,2,1,43.5543851628705,1,2,1,31.8112207525448
"603",603,"มหาวิทยาลัย","อิสาน",4,4,0,3,1,1,0,0,1,0,1,2,1,2,2,1,3,2,2,1,2,"กลาง",1,1,0,1,0,1,1,3,2,NA,2,2,2,2,5,2,1,1,2,52.9132181300362,1,1,2,30.1203774009563
"604",604,"มหาวิทยาลัย","อิสาน",7,3,4,1,1,0,0,0,1,1,1,2,2,4,3,3,3,2,1,2,3,"เหนือ",2,1,0,1,0,1,2,3,2,2,3,2,2,3,4,1,3,3,3,45.2039779339068,1,1,1,23.9775881016218
"605",605,"มหาวิทยาลัย","อิสาน",6,2,4,1,0,1,0,0,1,1,1,2,2,NA,5,4,5,5,5,2,3,"กลาง",2,1,0,1,1,1,2,2,3,4,2,1,3,2,1,1,2,3,2,42.2823593837662,2,1,2,40.5878514099255
"606",606,"มหาวิทยาลัย","อิสาน",7,7,0,4,0,1,1,0,0,1,1,1,3,5,5,5,NA,3,1,2,3,"กลาง",1,1,1,1,0,1,3,2,NA,4,4,1,2,1,2,5,2,2,3,52.5890599392043,2,2,2,31.0312973627692
"607",607,"มหาวิทยาลัย","อิสาน",5,1,4,1,0,1,1,0,1,1,0,2,3,NA,4,5,2,3,2,2,3,"เหนือ",2,1,0,1,1,2,2,3,2,2,2,2,2,2,3,3,1,2,1,27.3241623107073,3,2,1,42.9108301235435
"608",608,"มหาวิทยาลัย","อิสาน",5,4,1,3,0,0,0,1,1,1,1,2,3,3,3,3,1,1,NA,2,3,"กลาง",1,1,1,1,1,2,3,3,3,3,4,2,2,2,NA,5,2,2,2,36.7109762780758,2,2,3,34.2158557984082
"609",609,"มหาวิทยาลัย","อิสาน",5,0,5,2,0,0,0,0,0,0,0,2,2,2,1,2,5,5,3,1,5,"กลาง",1,1,0,1,1,1,3,3,3,3,3,2,NA,2,3,2,1,2,2,47.4895080198079,1,1,1,33.8351754979599
"610",610,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,1,1,0,1,1,0,2,2,3,3,3,1,3,1,2,4,"กลาง",3,1,0,1,1,2,2,3,3,3,3,2,2,2,1,1,1,1,1,28.1206171270303,2,1,1,23.4175755908929
"611",611,"มหาวิทยาลัย","อิสาน",6,6,0,2,0,1,0,0,0,0,1,2,2,2,NA,2,5,5,5,1,3,"กลาง",2,1,0,1,1,1,2,3,2,3,3,2,3,2,4,5,1,1,1,35.6728719820483,1,1,1,21.2492272396357
"612",612,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,2,1,2,3,3,5,NA,1,2,2,"ใต้",1,1,0,1,0,1,3,3,3,3,3,3,2,NA,5,5,1,2,2,32.5966087868429,1,1,2,32.2862917046948
"613",613,"มหาวิทยาลัย","อิสาน",7,7,0,2,1,0,0,0,0,1,1,1,2,NA,5,2,3,5,3,2,5,"กลาง",1,1,0,1,0,1,2,3,5,3,5,2,1,1,3,1,3,2,2,41.5426064755126,1,1,1,34.9893317764316
"614",614,"มหาวิทยาลัย","อิสาน",5,5,0,2,1,0,0,0,1,1,1,2,2,3,3,3,5,3,2,1,3,"อิสาน",1,1,0,1,1,1,2,2,3,4,4,3,2,2,4,3,1,1,3,38.4725687287826,2,5,4,46.4169863953704
"615",615,"มหาวิทยาลัย","อิสาน",7,3,4,2,1,1,1,0,1,1,1,2,2,4,4,2,2,2,1,1,2,"กลาง",2,1,1,1,1,1,3,2,3,NA,4,3,3,2,4,2,3,2,2,51.3052573799861,2,2,2,38.9200102361964
"616",616,"มหาวิทยาลัย","อิสาน",5,0,5,1,0,0,0,0,0,0,0,1,2,4,5,2,1,1,1,1,5,"กลาง",1,1,0,1,1,1,2,3,2,3,2,2,2,2,4,3,1,1,1,25.1305324003013,2,2,2,43.0409971106856
"617",617,"มหาวิทยาลัย","อิสาน",7,1,6,2,1,1,0,0,1,1,0,1,3,4,5,3,3,4,2,2,2,"อิสาน",2,1,0,1,0,2,2,3,3,3,3,1,1,1,5,1,3,2,3,48.5522212075141,1,1,2,30.5069624710783
"618",618,"มหาวิทยาลัย","อิสาน",7,5,2,3,1,1,0,0,1,1,1,1,3,5,5,3,4,2,NA,1,4,"กลาง",3,1,0,1,1,1,3,2,4,4,3,2,NA,1,2,5,3,3,3,41.134507679052,1,1,1,26.8542808274546
"619",619,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,2,2,NA,3,5,5,5,4,2,4,"กลาง",2,1,1,1,1,1,2,3,2,4,3,2,2,2,1,NA,1,1,2,34.7828302736706,1,2,1,45.6918968625175
"620",620,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,1,0,1,1,1,2,2,1,1,2,1,2,1,2,2,"กลาง",1,1,0,1,0,1,3,2,3,4,NA,3,3,2,1,1,2,2,3,48.9345081484689,2,2,2,41.5114632919559
"621",621,"มหาวิทยาลัย","อิสาน",5,3,2,2,0,0,0,0,1,1,0,2,3,3,3,3,2,4,3,2,4,"อิสาน",1,NA,0,1,1,2,2,3,2,3,3,2,3,2,4,1,1,1,1,37.4097225720872,1,1,1,41.1701277617614
"622",622,"มหาวิทยาลัย","อิสาน",5,3,2,2,1,0,1,0,0,1,1,1,3,5,3,4,3,5,NA,1,3,"กลาง",1,1,0,1,1,2,3,3,4,4,4,1,1,2,4,1,3,2,2,43.5074739490288,1,2,2,41.0064379308536
"623",623,"มหาวิทยาลัย","อิสาน",5,2,3,2,1,0,0,0,1,1,0,1,3,5,2,NA,3,4,2,2,4,"กลาง",1,1,1,1,1,1,3,2,5,5,5,1,1,1,1,1,2,3,2,53.7836004353407,1,2,1,40.9481943966737
"624",624,"มหาวิทยาลัย","อิสาน",5,0,5,1,0,0,0,0,0,0,0,2,3,4,4,3,1,4,2,1,3,"กลาง",2,1,0,1,0,2,2,1,1,2,NA,2,2,2,1,3,1,1,1,28.3598452327329,2,3,2,37.1226964176975
"625",625,"มหาวิทยาลัย","อิสาน",6,5,1,4,1,1,1,1,0,1,0,1,2,2,5,4,3,2,1,1,5,"กลาง",2,1,1,1,1,1,3,2,5,5,5,2,1,2,2,1,2,3,3,NA,2,1,1,44.4042615612121
"626",626,"มหาวิทยาลัย","อิสาน",6,6,0,2,0,1,1,1,1,1,0,2,3,5,3,4,NA,2,5,1,2,"กลาง",2,1,0,1,0,2,2,2,3,3,2,2,2,3,5,3,2,2,2,34.2965233648655,2,2,2,31.3286806590875
"627",627,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,3,1,2,2,1,1,1,1,2,3,"กลาง",2,1,NA,1,0,1,3,1,2,3,2,3,3,3,2,2,1,1,1,30.7493567182904,1,1,2,45.5749640046618
"628",628,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,0,0,1,0,0,2,2,2,2,3,2,3,1,2,2,"กลาง",1,1,0,1,0,2,3,3,2,3,3,2,2,3,4,2,1,1,1,41.664796850421,2,2,2,46.3751257122904
"629",629,"มหาวิทยาลัย","อิสาน",5,5,0,2,0,1,1,1,1,1,0,2,2,5,5,2,5,5,3,1,4,"กลาง",2,1,0,1,1,1,2,2,3,4,NA,2,2,2,2,1,3,1,2,51.5556430681139,1,1,2,25.2376572439634
"630",630,"มหาวิทยาลัย","อิสาน",6,4,2,1,1,0,1,0,1,1,1,1,3,5,5,5,5,4,5,2,2,"กลาง",2,1,0,1,0,1,2,2,4,4,4,1,3,NA,3,5,3,2,2,54.3363897687553,1,1,2,43.6371825255992
"631",631,"มหาวิทยาลัย","อิสาน",4,4,0,3,0,1,1,0,0,0,0,1,3,NA,5,5,3,3,2,2,2,"กลาง",1,1,0,1,1,2,3,3,3,4,5,1,2,1,2,3,3,3,3,47.3998238526321,1,1,1,39.9647478811257
"632",632,"มหาวิทยาลัย","อิสาน",5,5,0,3,1,0,0,0,1,1,1,2,3,5,5,5,1,1,1,2,2,"กลาง",2,1,0,1,0,1,3,2,3,4,3,1,3,1,1,5,1,1,1,44.7736336505012,4,3,2,20.803320918189
"633",633,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,2,1,2,2,2,1,4,3,2,4,"กลาง",2,1,0,1,1,1,1,1,1,2,1,3,2,2,4,4,1,1,1,23.0860111774952,1,2,1,34.5727656900761
"634",634,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,0,0,0,0,1,0,3,1,2,2,1,3,2,2,1,2,"กลาง",3,1,0,1,1,2,1,1,2,2,2,NA,3,3,2,3,2,1,1,36.2649785700048,2,1,2,39.181397909154
"635",635,"มหาวิทยาลัย","อิสาน",7,0,7,2,0,0,0,0,0,0,0,2,2,2,2,1,2,1,3,1,2,"กลาง",1,1,0,1,1,2,3,1,2,2,2,3,3,2,5,4,2,2,1,51.7374548919497,2,1,1,24.9740469169949
"636",636,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,1,0,0,1,1,1,2,2,3,NA,1,4,4,4,2,3,"กลาง",1,1,0,1,1,2,2,1,2,2,2,2,3,2,5,1,1,1,1,25.2891157802015,2,3,1,37.7284603587911
"637",637,"มหาวิทยาลัย","อิสาน",6,2,4,1,1,0,1,1,0,1,0,2,3,5,3,4,2,3,3,2,3,"อิสาน",3,1,0,1,1,1,3,3,3,3,3,2,1,2,2,1,2,3,1,45.2099404279214,2,2,3,50.163566540812
"638",638,"มหาวิทยาลัย","อิสาน",6,5,1,3,1,0,1,0,0,1,1,2,2,3,4,NA,2,2,2,1,2,"กลาง",2,1,1,1,1,1,3,2,4,5,3,NA,2,2,1,3,3,2,2,52.7653715514139,1,2,1,42.6454256465102
"639",639,"มหาวิทยาลัย","อิสาน",5,0,5,1,0,0,0,0,0,0,0,2,2,3,3,4,3,2,3,1,3,"กลาง",2,1,0,1,1,1,NA,3,2,2,2,3,2,2,5,3,3,2,2,45.4147157791976,2,1,1,52.4173802434122
"640",640,"มหาวิทยาลัย","อิสาน",6,6,0,2,0,0,1,0,0,1,1,2,2,4,2,3,5,NA,3,2,2,"อิสาน",2,1,0,1,0,1,2,3,2,2,3,2,2,3,4,1,1,NA,2,35.1484422113626,2,2,1,34.931673982386
"641",641,"มหาวิทยาลัย","อิสาน",6,6,0,2,1,1,1,0,0,1,1,2,3,3,3,5,3,4,2,2,2,"กลาง",1,1,0,1,1,1,2,2,3,3,2,2,3,1,2,4,3,1,2,50.7441553541184,1,2,2,36.849681683984
"642",642,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,0,1,0,1,1,1,2,3,5,2,4,4,5,5,1,4,"เหนือ",2,1,0,1,0,1,2,3,3,2,2,3,2,2,3,2,1,2,2,33.0835435851786,1,2,1,32.2705252654605
"643",643,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,1,1,1,0,1,1,2,2,3,NA,3,4,4,5,1,5,"ใต้",2,1,1,1,1,1,3,2,5,5,3,3,2,3,1,5,2,2,2,43.1727955541038,1,1,2,44.9605388221455
"644",644,"มหาวิทยาลัย","อิสาน",5,1,4,2,1,1,0,0,0,1,0,1,3,4,4,5,3,2,1,1,4,"เหนือ",2,1,0,1,0,1,3,3,3,5,4,1,2,1,1,4,2,3,3,53.4065681809537,NA,1,1,32.8632892427242
"645",645,"มหาวิทยาลัย","อิสาน",7,0,7,2,0,0,0,0,0,0,0,1,3,3,2,NA,3,1,1,2,4,"กลาง",2,1,0,1,1,1,2,1,3,1,3,2,2,2,4,5,1,2,1,41.3257315550759,1,1,1,36.1162144661265
"646",646,"มหาวิทยาลัย","อิสาน",6,6,0,2,0,1,1,1,1,1,0,2,2,3,4,4,3,4,NA,2,3,"กลาง",2,1,1,1,1,1,3,2,NA,5,4,2,2,2,2,4,3,2,2,43.243423482755,2,1,3,44.3825060135345
"647",647,"มหาวิทยาลัย","อิสาน",7,1,6,3,1,0,0,0,1,1,0,1,3,NA,4,5,3,3,2,1,2,"กลาง",1,1,0,1,1,1,2,3,NA,4,3,2,1,1,4,2,2,2,1,34.7105430822627,1,1,1,25.6867919140124
"648",648,"มหาวิทยาลัย","อิสาน",7,2,5,2,0,1,0,1,1,1,0,2,2,3,2,2,2,1,2,1,4,"กลาง",2,1,0,0,1,1,2,3,2,2,2,3,2,3,5,3,2,1,3,40.3735233330883,2,2,1,42.7529120964422
"649",649,"มหาวิทยาลัย","อิสาน",5,5,0,4,0,1,0,0,1,0,1,2,3,5,3,4,3,3,3,2,5,"กลาง",1,1,0,1,0,1,2,3,3,3,3,1,3,2,4,2,2,1,1,45.3644602935594,1,2,1,30.2546298879705
"650",650,"มหาวิทยาลัย","อิสาน",4,1,3,1,1,1,1,1,1,1,1,2,1,1,4,2,NA,1,3,1,5,"กลาง",1,1,1,1,0,1,3,2,3,4,3,2,2,2,5,1,1,1,1,39.1102326872238,1,1,NA,30.9951190741678
"651",651,"มหาวิทยาลัย","อิสาน",7,1,6,2,0,0,1,0,0,0,1,2,3,NA,5,5,2,3,4,1,5,"กลาง",1,1,0,1,1,1,2,3,3,3,3,2,3,1,5,3,2,2,2,28.9633481296719,1,1,1,45.0950095754074
"652",652,"มหาวิทยาลัย","อิสาน",8,8,0,3,0,0,0,1,1,1,1,2,3,5,5,4,1,1,2,1,5,"กลาง",1,1,0,1,1,1,2,NA,4,3,3,2,3,2,2,4,2,2,1,43.2134082653175,1,2,1,34.2551169788082
"653",653,"มหาวิทยาลัย","อิสาน",5,5,0,2,0,0,0,1,1,1,1,2,2,4,3,4,3,NA,3,1,4,"อิสาน",1,1,0,1,1,2,3,3,2,2,2,2,3,2,5,2,1,2,1,41.3412251004672,1,2,1,49.0662066974792
"654",654,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,1,1,0,1,0,1,1,3,NA,5,3,3,5,2,2,4,"กลาง",1,1,0,1,1,1,2,3,4,5,2,2,NA,1,3,4,2,2,1,42.652662809095,2,1,2,58.8757719969724
"655",655,"มหาวิทยาลัย","อิสาน",7,6,1,2,0,0,1,0,1,1,1,1,2,3,4,3,2,4,NA,2,2,"กลาง",1,1,NA,1,1,1,2,3,3,3,3,2,2,2,1,5,1,2,3,36.7415618112975,1,1,1,45.4845284277442
"656",656,"มหาวิทยาลัย","อิสาน",8,1,7,3,0,1,1,0,0,1,0,2,2,2,2,2,3,2,2,2,4,"อิสาน",1,1,1,1,0,1,3,2,3,3,4,3,3,3,4,5,2,1,2,40.3215506302789,2,1,2,33.6341724520178
"657",657,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,0,1,0,1,1,1,2,2,3,4,NA,2,1,1,1,2,"กลาง",1,1,NA,1,0,1,3,2,4,3,4,3,2,2,3,4,3,2,3,48.3704336535287,1,1,1,28.3632437904551
"658",658,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,0,0,0,1,1,1,2,2,3,NA,3,3,1,3,1,3,"อิสาน",2,1,0,1,1,1,2,3,3,2,3,2,2,2,4,1,1,2,2,40.5280978515799,2,2,1,42.1980801582281
"659",659,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,0,1,0,1,1,1,2,2,3,4,3,2,1,NA,2,5,"กลาง",2,1,0,1,0,1,2,2,3,3,3,2,2,2,1,5,1,1,1,27.1606637594349,1,1,1,34.5624566281141
"660",660,"มหาวิทยาลัย","อิสาน",5,1,4,1,1,0,0,0,0,1,1,2,2,3,NA,3,4,5,4,1,2,"กลาง",2,1,1,1,1,1,3,3,2,3,4,3,3,3,2,NA,2,1,2,39.2654269064829,1,2,1,48.7070806612236
"661",661,"มหาวิทยาลัย","อิสาน",5,5,0,3,1,1,0,1,0,1,1,2,2,3,5,5,4,4,NA,1,2,"กลาง",1,NA,1,1,0,1,3,2,3,4,3,2,3,3,3,1,2,2,1,47.8179300742592,2,2,2,43.3695544731624
"662",662,"มหาวิทยาลัย","อิสาน",5,5,0,3,1,1,0,0,1,1,0,3,3,4,3,3,4,4,2,2,2,"กลาง",1,1,1,1,1,2,3,2,2,3,2,3,3,3,2,3,1,1,1,NA,2,1,1,37.4933961607667
"663",663,"มหาวิทยาลัย","อิสาน",6,4,2,3,1,0,1,0,1,0,1,3,1,1,1,1,2,4,3,1,4,"กลาง",2,1,0,1,1,1,2,3,2,3,NA,4,4,3,1,1,1,1,2,41.8693697964513,2,2,3,48.1095818610551
